 Point_X, Point_Y, Object Type
6.318740542755153,5.585564862118963,Wall
6.051076002204681,5.423180375065641,Wall
6.640480835165235,5.780755574493304,Wall
6.472068315432157,5.6785844741526645,Wall
6.178877860108477,5.5007141384004825,Wall
6.318740542755153,5.585564862118963,Wall
6.051076002204681,5.423180375065641,Wall
6.640480835165235,5.780755574493304,Wall
6.472068315432157,5.6785844741526645,Wall
-5.105493565898653,-0.7819792233469449,EmptySpace
6.109691613417134,6.021955615409982,Wall
5.686805781440642,5.765402772189153,Wall
5.954706576403488,5.927930588095407,Wall
6.281060800642496,6.125920442081103,Wall
5.814271959517308,5.842732888091166,Wall
5.570937810283114,5.695108959554766,Wall
6.109691613417134,6.021955615409982,Wall
5.686805781440642,5.765402772189153,Wall
5.954706576403488,5.927930588095407,Wall
6.281060800642496,6.125920442081103,Wall
5.814271959517308,5.842732888091166,Wall
5.570937810283114,5.695108959554766,Wall
-5.240138383648079,-0.3004496053033358,EmptySpace
5.751978675892639,6.368156130341431,Wall
5.454052459051894,6.187412742360612,Wall
5.926689258702639,6.474148086967599,Wall
5.3269584420851,6.110308406051233,Wall
5.108751758817135,5.977928598620619,Wall
5.595128824808935,6.272999773207846,Wall
5.212303286662383,6.040750374333444,Wall
5.751978675892639,6.368156130341431,Wall
5.454052459051894,6.187412742360612,Wall
5.926689258702639,6.474148086967599,Wall
5.3269584420851,6.110308406051233,Wall
5.108751758817135,5.977928598620619,Wall
5.595128824808935,6.272999773207846,Wall
5.212303286662383,6.040750374333444,Wall
-5.374783201397504,0.1810800127402733,EmptySpace
5.399319535974032,6.717422640978607,Wall
5.889195177394376,7.014616302075304,Wall
4.666274808291993,6.272705190370521,Wall
4.971879192868826,6.458106705000353,Wall
5.098558448205628,6.534959417189492,Wall
5.240358925600724,6.620985746035157,Wall
4.858573771774839,6.389367518827732,Wall
5.399319535974032,6.717422640978607,Wall
5.889195177394376,7.014616302075304,Wall
4.666274808291993,6.272705190370521,Wall
4.971879192868826,6.458106705000353,Wall
5.098558448205628,6.534959417189492,Wall
5.240358925600724,6.620985746035157,Wall
4.858573771774839,6.389367518827732,Wall
-5.509428019146929,0.6626096307838825,EmptySpace
4.510109991674316,6.7411792353060065,Wall
5.328483781729236,7.2376634085276494,Wall
5.433381058200283,7.30130161177269,Wall
4.890753203630439,6.972104678761109,Wall
4.748127007241035,6.8855774096150775,Wall
5.052122017697494,7.070002562600306,Wall
5.550838420024739,7.372559662657111,Wall
4.621908916237672,6.8090044727506,Wall
4.510109991674316,6.7411792353060065,Wall
5.328483781729236,7.2376634085276494,Wall
5.433381058200283,7.30130161177269,Wall
4.890753203630439,6.972104678761109,Wall
4.748127007241035,6.8855774096150775,Wall
5.052122017697494,7.070002562600306,Wall
5.550838420024739,7.372559662657111,Wall
4.621908916237672,6.8090044727506,Wall
-5.644072836896354,1.1441392488274915,EmptySpace
4.4030898773971785,7.239467977640498,Wall
4.710815812927201,7.426156577076494,Wall
5.216969537727188,7.733225689790272,Wall
4.905951963110436,7.5445401462556525,Wall
4.997140533468237,7.599861666215766,Wall
4.5466720411902966,7.326575205103657,Wall
4.16726365950378,7.096398898159185,Wall
5.100314233394348,7.662454224443463,Wall
4.2773794600034964,7.163203031959796,Wall
4.4030898773971785,7.239467977640498,Wall
4.710815812927201,7.426156577076494,Wall
5.216969537727188,7.733225689790272,Wall
4.905951963110436,7.5445401462556525,Wall
4.997140533468237,7.599861666215766,Wall
4.5466720411902966,7.326575205103657,Wall
4.16726365950378,7.096398898159185,Wall
5.100314233394348,7.662454224443463,Wall
4.2773794600034964,7.163203031959796,Wall
-5.77871765464578,1.6256688668711006,EmptySpace
3.8303709627632525,7.455230462810848,Wall
4.063769765252552,7.596826898196499,Wall
4.208479966628486,7.684618474075347,Wall
4.6706850435274685,7.96502518828309,Wall
3.7368428938046865,7.39848963538675,Wall
3.9386079660214044,7.520894783598792,Wall
4.5821830489104425,7.911333537646342,Wall
4.772006253661196,8.026493893481584,Wall
3.8303709627632525,7.455230462810848,Wall
4.063769765252552,7.596826898196499,Wall
4.208479966628486,7.684618474075347,Wall
4.6706850435274685,7.96502518828309,Wall
3.7368428938046865,7.39848963538675,Wall
3.9386079660214044,7.520894783598792,Wall
4.5821830489104425,7.911333537646342,Wall
4.772006253661196,8.026493893481584,Wall
-5.913362472395205,2.1071984849147096,EmptySpace
4.349352706532958,8.333296781974557,Wall
3.4997446287890224,7.8178636520684535,Wall
3.8765471550463904,8.04645906041378,Wall
3.409487963606555,7.763107492553799,Wall
3.73047650606161,7.957842139546494,Wall
4.263767938607112,8.281374930052614,Wall
3.605890203240179,7.882259162302209,Wall
4.190280172178564,8.236791985925414,Wall
4.448684203657141,8.393558384708996,Wall
4.349352706532958,8.333296781974557,Wall
3.4997446287890224,7.8178636520684535,Wall
3.8765471550463904,8.04645906041378,Wall
3.409487963606555,7.763107492553799,Wall
3.73047650606161,7.957842139546494,Wall
4.263767938607112,8.281374930052614,Wall
3.605890203240179,7.882259162302209,Wall
4.190280172178564,8.236791985925414,Wall
4.448684203657141,8.393558384708996,Wall
-6.04800729014463,2.588728102958319,EmptySpace
3.950936905459919,8.654804023731536,Wall
4.033352283664506,8.70480309677847,Wall
3.175664421568259,8.184468190810238,Wall
2.8170430571032714,7.966902777792712,Wall
3.0890591344995695,8.131927218861422,Wall
3.403503510386276,8.322691705558668,Wall
3.8814314391141043,8.612637028145361,Wall
3.279492948305897,8.2474580138967,Wall
4.130551946491092,8.763771376093283,Wall
3.5512534630812063,8.412327412369802,Wall
3.8232345716739413,8.577330638856942,Wall
3.950936905459919,8.654804023731536,Wall
4.033352283664506,8.70480309677847,Wall
3.175664421568259,8.184468190810238,Wall
2.8170430571032714,7.966902777792712,Wall
3.0890591344995695,8.131927218861422,Wall
3.403503510386276,8.322691705558668,Wall
3.8814314391141043,8.612637028145361,Wall
3.279492948305897,8.2474580138967,Wall
4.130551946491092,8.763771376093283,Wall
3.5512534630812063,8.412327412369802,Wall
3.8232345716739413,8.577330638856942,Wall
-5.9993631131587435,3.086356221180517,EmptySpace
-5.950718936172857,3.583984339402715,EmptySpace
-5.90207475918697,4.081612457624913,EmptySpace
1.7279956483776147,2.5755106499517852,Wall
3.717982964544296,2.182706477246664,Wall
2.8297033202416415,2.358044253511102,Wall
3.906341657513881,2.145526300286411,Wall
3.000546596048652,2.3243214498176212,Wall
1.5851820833420653,2.603700660917744,Wall
1.874771575794834,2.5465385071276754,Wall
3.5333448764188873,2.2191522429391126,Wall
2.1794065661822,2.4864065181426165,Wall
3.1747236991567878,2.289940580987583,Wall
4.098576955638997,2.1075809191117134,Wall
2.33697305358114,2.4553044235584074,Wall
3.352294796647495,2.2548897706233553,Wall
2.025297509086858,2.5168261495578106,Wall
2.497908738103634,2.423537282178148,Wall
4.294868388662364,2.068834896294657,Wall
2.6621596413987287,2.3911157488041654,Wall
1.7279956483776147,2.5755106499517852,Wall
3.717982964544296,2.182706477246664,Wall
2.8297033202416415,2.358044253511102,Wall
3.906341657513881,2.145526300286411,Wall
3.000546596048652,2.3243214498176212,Wall
1.5851820833420653,2.603700660917744,Wall
1.874771575794834,2.5465385071276754,Wall
3.5333448764188873,2.2191522429391126,Wall
2.1794065661822,2.4864065181426165,Wall
3.1747236991567878,2.289940580987583,Wall
4.098576955638997,2.1075809191117134,Wall
2.33697305358114,2.4553044235584074,Wall
3.352294796647495,2.2548897706233553,Wall
2.025297509086858,2.5168261495578106,Wall
2.497908738103634,2.423537282178148,Wall
4.294868388662364,2.068834896294657,Wall
2.6621596413987287,2.3911157488041654,Wall
-2.3971399341995596,-6.810838533771116,Wall
-2.434351261146272,-6.695195140860567,Wall
-2.4705668471339,-6.582646259014713,Wall
-2.3589572285174762,-6.9295007261165855,Wall
-2.3971399341995596,-6.810838533771116,Wall
-2.434351261146272,-6.695195140860567,Wall
-2.4705668471339,-6.582646259014713,Wall
-2.3589572285174762,-6.9295007261165855,Wall
-5.607606883279401,4.485702385807347,EmptySpace
-2.4069275025708396,-5.46119963502125,Wall
-2.330513880504019,-5.69867384638291,Wall
-2.479640927209718,-5.23522470143646,Wall
-2.2909894618732274,-5.821505743235903,Wall
-2.369167095596975,-5.578549429786541,Wall
-2.5145056583687073,-5.126873934748849,Wall
-2.4437651475550726,-5.346717551140948,Wall
-2.5809482341234125,-4.920387213514928,Wall
-2.250607777853464,-5.947001804103994,Wall
-2.548299003196241,-5.021852765811541,Wall
